index,budget,popularity,revenue,runtime,vote_average,vote_count,original_title,keywords,genres,original_language,production_companies,cast,Director,Producer,Writer,Editor,soup
2870,0,7.594593,0,113.0,6.0,111,Celebrity,"['independentfilm', 'reporter', 'ex-wife']","['drama', 'comedy']",en,"['Sweetland Films', 'Magnolia Productions']",[],['woodyallen'],['Jean Doumanian'],[],['Susan E. Morse'],independentfilm reporter ex-wife  woodyallen drama comedy
2871,12000000,4.770195,6754898,116.0,5.8,78,Running with Scissors,"['gay', 'wifehusbandrelationship', '1970s']","['drama', 'comedy']",en,['TriStar Pictures'],[],['ryanmurphy'],"['Brad Pitt', 'Augusten Burroughs', 'Bonnie Weis', 'Brad Grey', 'Ryan Murphy']",[],['Byron Smith'],gay wifehusbandrelationship 1970s  ryanmurphy drama comedy
2872,12000000,1.623338,4922166,90.0,3.0,23,From Justin to Kelly,['musical'],"['comedy', 'romance']",en,['19 Entertainment'],[],['robertiscove'],"['Robert Engelman', 'John Steven Agoglia']",['Kim Fuller'],"['Casey O. Rohrs', 'Tirsa Hackshaw']",musical  robertiscove comedy romance
2873,12000000,2.993939,4939939,108.0,5.7,16,Girl 6,"['independentfilm', 'neighbor', 'masturbation']",['comedy'],en,"['Fox Searchlight Pictures', '40 Acres & A Mule Filmworks']",[],['spikelee'],[],['Suzan-Lori Parks'],[],independentfilm neighbor masturbation  spikelee comedy
2874,12000000,10.536092,23,119.0,4.6,89,In the Cut,"['womandirector', 'suspense', 'eroticism']","['thriller', 'mystery']",en,"['Pathe Productions', 'Red Turtle']",[],['janecampion'],"['Nicole Kidman', 'Laurie Parker']",[],['Alexandre de Franceschi'],womandirector suspense eroticism  janecampion thriller mystery
2875,12000000,8.290636,3148182,110.0,6.6,154,Two Lovers,"[""loveofone'slife"", 'neighbor']","['drama', 'romance']",en,"['2929 Productions', 'Wild Bunch', 'Tempesta Films']",[],['jamesgray'],"['James Gray', 'Anthony Katagas', 'Donna Gigliotti']",['Ric Menello'],['John Axelrad'],loveofone'slife neighbor  jamesgray drama romance
2876,0,3.603842,0,109.0,6.0,22,Last Orders,"['independentfilm', 'basedonnovel', 'friendship']","['drama', 'comedy']",en,"['Scala Productions', 'MBP (Germany)', 'Future Films', 'winchester films']",[],['fredschepisi'],[],[],[],independentfilm basedonnovel friendship  fredschepisi drama comedy
2877,11000000,27.65527,88489643,119.0,6.7,537,괴물,"['family', 'daughter', 'river']","['drama', 'sciencefiction', 'horror']",ko,"['Cineclick Asia', 'Happinet Pictures', 'Cheongeoram', 'CJ Capital Investment']",[],['bongjoon-ho'],"['Choi Yong-bae', 'Junyoung Jang']",[],['Kim Sun-min'],family daughter river  bongjoon-ho drama sciencefiction horror
2878,0,1.379643,0,100.0,6.8,4,The Pursuit of D.B. Cooper,[],"['thriller', 'adventure', 'crime']",en,[],[],['rogerspottiswoode'],['Michael Taylor'],['J.D. Reed'],[],  rogerspottiswoode thriller adventure crime
2879,12000000,9.164386,0,100.0,6.9,141,Ravenous,"['womandirector', 'murder', 'violence']","['comedy', 'thriller', 'horror']",en,"['Twentieth Century Fox Film Corporation', 'Fox 2000 Pictures', 'ETIC Films', 'Heyday Films', 'Engulf & Devour Productions Inc.']",[],['antoniabird'],"['Adam Fields', 'David Heyman']",[],['Neil Farrell'],womandirector murder violence  antoniabird comedy thriller horror
2880,12000000,9.779444,0,97.0,6.5,225,Charlie Bartlett,"['independentfilm', 'highschool', 'newlove']","['drama', 'comedy']",en,['Metro-Goldwyn-Mayer (MGM)'],[],['jonpoll'],"['Jay Roach', 'Barron Kidd', 'Sidney Kimmel', 'David Permut']",[],['Alan Baumgarten'],independentfilm highschool newlove  jonpoll drama comedy
2881,12400000,32.523573,8371085,142.0,7.3,720,La grande bellezza,"['basedonnovel', 'love', 'nudity']","['drama', 'comedy']",it,"['France 2 Cinéma', 'Indigo Film', 'Mediaset', 'Babe Films', 'Canal+', 'Medusa Film', 'Pathé', ""Fonds Eurimages du Conseil de l'Europe"", 'Programme MEDIA de la Communauté Européenne', 'France Télévisions', 'Regione Lazio', 'Banca Popolare di Vicenza', 'Lazio Film Commission', 'Biscottificio Verona']",[],['paolosorrentino'],"['Francesca Cima', 'Nicola Giuliano']",[],['Cristiano Travaglioli'],basedonnovel love nudity  paolosorrentino drama comedy
2882,0,2.24888,0,104.0,6.4,53,The Dangerous Lives of Altar Boys,['independentfilm'],"['drama', 'comedy']",en,"['Egg Pictures', 'Trilogy Entertainment Group', 'Initial Entertainment Group (IEG)']",[],['petercare'],[],"['Michael Petroni', 'Jeff Stockwell']",[],independentfilm  petercare drama comedy
2883,12000000,27.322212,12077441,99.0,6.5,882,Stoker,['mystery'],"['drama', 'thriller', 'horror']",en,"['Fox Searchlight Pictures', 'Scott Free Productions', 'Indian Paintbrush']",[],['parkchan-wook'],"['Ridley Scott', 'Michael Costigan', 'Tony Scott']",['Wentworth Miller'],['Nicolas De Toth'],mystery  parkchan-wook drama thriller horror
2884,12000000,12.664787,19271312,129.0,6.9,206,2046,"['basedonnovel', 'murder', ""loveofone'slife""]","['drama', 'romance', 'sciencefiction']",zh,"['Paradis Films', 'Orly Films', 'Shanghai Film Group Corporation', 'Jet Tone Films']",[],['wongkar-wai'],"['Eric Heumann', 'Amedeo Pagani', 'Wong Kar-wai', 'Marc Sillam', 'Zhang Yimou']",[],['William Chang'],basedonnovel murder loveofone'slife  wongkar-wai drama romance sciencefiction
2885,12000000,3.004432,0,90.0,6.1,38,Married Life,"['sex', 'friendship', 'wedding']","['drama', 'romance', 'crime']",en,"['Sidney Kimmel Entertainment', 'Firm Films', 'Anonymous Content']",[],['irasachs'],"['Jawal Nga', 'Ira Sachs', 'Steve Golin', 'Sidney Kimmel']",[],['Affonso Gonçalves'],sex friendship wedding  irasachs drama romance crime
2886,12000000,4.795244,0,100.0,6.9,41,Duma,"['rescue', 'lossoffather', 'kidsandfamily']","['drama', 'adventure', 'family']",en,"['John Wells Productions', 'Pandora Pictures', 'Gaylord Films', 'Warner Bros.']",[],['carrollballard'],[],"['Mark St. Germain', 'Carol Cawthra Hopcraft', 'Karen Janszen', 'Xan Hopcraft', 'Carol Flint', 'Carol Cawthra']",[],rescue lossoffather kidsandfamily  carrollballard drama adventure family
2887,12000000,5.841285,1644755,111.0,6.5,84,Ondine,"['alcohol', 'mermaid', 'weddingdress']","['drama', 'romance']",en,"['Octagon Films', 'Irish Film Board', 'Wayfare Entertainment', 'Little Wave Productions', 'Start Motion Pictures', 'Radio Telefís Éireann (RTÉ)']",[],['neiljordan'],"['James Flynn', 'Neil Jordan', 'Ben Browning']",['Neil Jordan'],['Tony Lawson'],alcohol mermaid weddingdress  neiljordan drama romance
2888,12000000,5.327714,15250000,114.0,6.8,107,Brother,"['losangeles', 'brotherbrotherrelationship', 'drugdealer']","['drama', 'thriller', 'crime']",ja,"['Bandai Visual Company', 'Office Kitano', 'Tokyo FM Broadcasting Co.', 'Recorded Picture Company (RPC)', 'Fuzzy Bunny Films (I)', 'Little Brother Inc.']",[],['takeshikitano'],"['Peter Watson', 'Masayuki Mori', 'Jeremy Thomas', 'Takio Yoshida', 'Ann Carli']",[],['Takeshi Kitano'],losangeles brotherbrotherrelationship drugdealer  takeshikitano drama thriller crime
2889,1200000,3.582733,0,86.0,6.2,50,Welcome to Collinwood,"['remake', 'heist', 'safe']",['comedy'],en,"['Section Eight', 'Pandora Cinema', 'Gaylord Films', 'Warner Bros.', 'H5B5 Media AG']",[],"['anthonyrusso', 'joerusso']",['Steven Soderbergh'],[],['Amy E. Duddleston'],remake heist safe  anthonyrusso joerusso comedy
2890,0,2.678715,0,107.0,6.1,9,Critical Care,"['hospital', 'satire', 'nun']","['drama', 'comedy']",en,"['Live Entertainment', 'Mediaworks', 'ASQA Film Partnership']",[],['sidneylumet'],"['Steven Schwartz', 'Sidney Lumet']",[],['Tom Swartwout'],hospital satire nun  sidneylumet drama comedy
2891,8000000,9.728143,0,90.0,6.1,88,The Life Before Her Eyes,['suspense'],"['drama', 'thriller', 'mystery']",en,['2929 Productions'],[],['vadimperelman'],[],"['Laura Kasischke', 'Emil Stern']",[],suspense  vadimperelman drama thriller mystery
2892,0,2.303865,0,103.0,5.3,22,Darling Companion,['aftercreditsstinger'],"['drama', 'romance']",en,"['Kasdan Pictures', 'Werc Werk Works']",[],['lawrencekasdan'],"['Elizabeth Redleaf', 'Andrew Peterson', 'Anthony Bregman', 'Lawrence Kasdan', 'Christine K. Walker', 'Stefanie Azpiazu']","['Meg Kasdan', 'Lawrence Kasdan']",['Carol Littleton'],aftercreditsstinger  lawrencekasdan drama romance
2893,12000000,11.237374,0,120.0,6.8,67,Trade,"['independentfilm', 'sex', 'rescue']","['drama', 'thriller']",en,['Centropolis Film Productions'],[],['marcokreuzpaintner'],"['Rosilyn Heller', 'Roland Emmerich']",[],['Hansjörg Weißbrich'],independentfilm sex rescue  marcokreuzpaintner drama thriller
2894,0,1.906807,0,140.0,6.5,28,Sorstalanság,"['worldwarii', 'concentrationcamp', 'budapest']","['drama', 'war']",hu,[],[],['lajoskoltai'],[],['Imre Kertész'],[],worldwarii concentrationcamp budapest  lajoskoltai drama war
2895,12000000,2.695896,0,110.0,5.2,28,Breakfast of Champions,"['wifehusbandrelationship', 'extramaritalaffair', 'author']",['comedy'],en,['Hollywood Pictures'],[],['alanrudolph'],"['David Willis', 'David Blocker']",[],['Suzy Elmiger'],wifehusbandrelationship extramaritalaffair author  alanrudolph comedy
2896,0,1.416796,0,95.0,4.8,13,三枪拍案惊奇,[],"['drama', 'comedy', 'thriller']",zh,"['Beijing New Picture Film Co. Ltd.', 'Film Partner International']",[],['zhangyimou'],[],"['Jianquan Shi', 'Jing Shang']",[],  zhangyimou drama comedy thriller
2897,7500000,11.636883,0,95.0,6.7,192,Cypher,"['undercover', 'conspiracy', 'lie']","['thriller', 'sciencefiction', 'mystery']",en,"['Miramax Films', 'Pandora Cinema']",[],['vincenzonatali'],"['Casey La Scala', 'Hunt Lowry', 'Wendy Grean', 'Paul Federbush']",[],['Bert Kish'],undercover conspiracy lie  vincenzonatali thriller sciencefiction mystery
2898,12000000,4.793348,10652498,132.0,7.6,55,南京!南京!,"['duringcreditsstinger', 'massmurder', 'warcrimes']","['drama', 'history', 'war']",zh,"['Media Asia Films', 'China Film Group Corporation (CFGC)', 'Stellar Megamedia', 'Jiangsu Broadcasting System', 'Chuan Production Film Studio']",[],['luchuan'],"['John Chong', 'Andy Zhang', 'Li Zhou', 'Han Sanping', 'Hong Qin']",['Lu Chuan'],['Yun Teng'],duringcreditsstinger massmurder warcrimes  luchuan drama history war
2899,19000000,0.738652,2570000,89.0,3.0,3,兔侠传奇,[],"['comedy', 'action', 'adventure']",zh,[],[],['lijunsun'],[],[],[],  lijunsun comedy action adventure
2900,12000000,5.158067,11212294,131.0,6.3,59,Space Battleship Yamato,[],['sciencefiction'],ja,"['Tokyo Broadcasting System (TBS)', 'Mainichi Broadcasting System (MBS)', 'Sedic', 'Tokyo FM Broadcasting Co.', 'Hokkaido Broadcasting Co.', 'Sedic International', 'Shogakukan', 'Hakuhodo DY Media Partners', 'Abe Shuji', 'Chubu-nippon Broadcasting Company (CBC)', 'RKB Mainichi Broadcasting Corporation', 'Robot Communications', 'Tohokushinsha Film']",[],['takashiyamazaki'],['Toshiaki Nakazawa'],"['Leiji Matsumoto', 'Shimako Sato']",['Ryuji Miyajima'],  takashiyamazaki sciencefiction
2901,20000000,5.727602,17479,113.0,5.8,62,5 Days of War,"['journalist', 'interpreter', 'georgiaeurope']","['drama', 'war']",en,"['Midnight Sun Pictures', 'Dispictures', 'Georgia International Films', 'Rex Media']",[],['rennyharlin'],"['George Lascu', 'Koba Nakopia', 'Renny Harlin', 'Mirza Davitaia']",[],[],journalist interpreter georgiaeurope  rennyharlin drama war
2902,12000000,25.496926,0,99.0,6.9,612,Triangle,"['murder', 'blood', 'ship']",['horror'],en,"['Dan Films', 'UK Film Council', 'Pictures in Paradise', 'Pacific Film and Television Commission', 'Icon Entertainment International', 'Framestore', 'Triangle Films']",[],['christophersmith'],"['Julie Baines', 'Chris Brown', 'Jason Newmark']",['Christopher Smith'],['Stuart Gazzard'],murder blood ship  christophersmith horror
2903,1200000,0.489271,0,111.0,4.3,5,10 Days in a Madhouse,"['undercover', 'reporter', 'insaneasylum']",['drama'],en,[],[],['timothyhines'],"['Martin Wiley', 'Susan Goforth', 'Andrew Malcolm']",['Timothy Hines'],[],undercover reporter insaneasylum  timothyhines drama
2904,12000000,11.150261,101332962,99.0,6.0,229,Heaven is for Real,"['basedonnovel', 'faith', 'basedontrueevents']",['drama'],en,"['TriStar Pictures', 'Screen Gems', 'Roth Films']",[],['randallwallace'],"['Joe Roth', 'T.D. Jakes']",[],['John Wright'],basedonnovel faith basedontrueevents  randallwallace drama
2905,10000000,53.595686,83557872,103.0,7.7,2912,Snatch,"['sport', 'pig', 'diamond']","['thriller', 'crime']",en,"['Columbia Pictures Corporation', 'Screen Gems', 'SKA Films']",[],['guyritchie'],['Matthew Vaughn'],['Guy Ritchie'],['Jon Harris'],sport pig diamond  guyritchie thriller crime
2906,0,0.186234,0,89.0,4.3,2,Dancin' It's On,"['hotel', 'competition', 'dancing']","['drama', 'romance']",cs,[],[],['davidwinters'],[],['David A. Prior'],[],hotel competition dancing  davidwinters drama romance
2907,11500000,20.747994,57469467,103.0,6.4,407,Pet Sematary,"['womandirector', 'flashback', 'ghost']","['drama', 'horror']",en,['Paramount Pictures'],[],['marylambert'],['Richard P. Rubinstein'],[],"['Mike Hill', 'Daniel P. Hanley']",womandirector flashback ghost  marylambert drama horror
2908,0,2.930853,0,134.0,7.5,20,まあだだよ,[],['drama'],ja,"['Tokuma Shoten', 'Kurosawa Production Co.', 'DENTSU Music And Entertainment', 'Daiei Motion Picture Company']",[],['akirakurosawa'],[],['Akira Kurosawa'],[],  akirakurosawa drama
2909,11500000,4.75919,0,101.0,5.5,29,The Cry of the Owl,['suspense'],['drama'],en,"['MACT Productions', 'Myriad Pictures', 'Sienna Films', 'Studio Hamburg International Production (SHIP)']",[],['jamiethraves'],"['Sytze van der Laan', 'Malte Grunert', 'Antoine de Clermont-Tonnerre', 'Jennifer Kawaja', 'Julia Sereny']",['Jamie Thraves'],['David Charap'],suspense  jamiethraves drama
2910,0,0.753362,0,130.0,6.3,5,三城记,['womandirector'],"['drama', 'romance', 'history']",zh,"['Huayi Brothers', 'Film Workshop', 'Edko Films']",[],['mabelcheung'],[],"['Mabel Cheung', 'Alex Law']",['Chi-Leung Kwong'],womandirector  mabelcheung drama romance history
2911,11000000,45.072136,153083102,106.0,6.9,1596,Gremlins,"['smalltown', 'monster', 'holiday']","['comedy', 'horror', 'fantasy']",en,"['Amblin Entertainment', 'Warner Bros.']",[],['joedante'],['Michael Finnell'],[],['Tina Hirsch'],smalltown monster holiday  joedante comedy horror fantasy
2912,11000000,126.393695,775398007,121.0,8.1,6624,Star Wars,"['android', 'spaceopera', 'planet']","['action', 'adventure', 'sciencefiction']",en,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",[],['georgelucas'],"['Gary Kurtz', 'Rick McCallum']",['George Lucas'],"['Richard Chew', 'Paul Hirsch', 'Marcia Lucas']",android spaceopera planet  georgelucas action adventure sciencefiction
2913,11500000,56.805781,94073028,102.0,5.7,1406,Dirty Grandpa,"['wedding', 'roadtrip', 'retired']",['comedy'],en,"['Lionsgate', 'Josephson Entertainment', 'QED International', ""Ninjas Runnin' Wild Productions"", 'Covert Media', 'BillBlock Media']",[],['danmazer'],"['Michael Simkin', 'Barry Josephson', 'Bill Block', 'Jason Barrett']",[],['Anne McCabe'],wedding roadtrip retired  danmazer comedy
2914,11000000,12.854853,111858363,197.0,7.4,247,Doctor Zhivago,"['daughter', 'suicideattempt', 'lossoffamily']","['drama', 'romance', 'war']",en,['Metro-Goldwyn-Mayer (MGM)'],[],['davidlean'],['Carlo Ponti'],[],['Norman Savage'],daughter suicideattempt lossoffamily  davidlean drama romance war
2915,0,14.637357,0,112.0,7.1,242,Trash,"['drama', 'brazilian', 'thriller']","['drama', 'thriller', 'adventure']",pt,"['O2 Filmes', 'Working Title Films', 'PeaPie Films']",[],['stephendaldry'],"['Eric Fellner', 'Tim Bevan', 'Kris Thykier']",[],['Elliot Graham'],drama brazilian thriller  stephendaldry drama thriller adventure
2916,0,21.801188,0,116.0,6.2,821,High School Musical 3: Senior Year,"['duringcreditsstinger', 'musical', 'teenager']","['drama', 'comedy', 'romance']",en,['Walt Disney Pictures'],[],['kennyortega'],"['Barry Rosenbush', 'Bill Borden']",['Peter Barsocchini'],['Seth Flaum'],duringcreditsstinger musical teenager  kennyortega drama comedy romance
2917,25000000,31.019381,93617009,116.0,7.2,1486,The Fighter,"['duringcreditsstinger', 'sport', 'documentaryfilmmaking']",['drama'],en,['Paramount Pictures'],[],['davido.russell'],"['Todd Lieberman', 'Ryan Kavanaugh', 'Dorothy Aufiero', 'Mark Wahlberg', 'David Hoberman', 'Paul Tamasy']",[],['Pamela Martin'],duringcreditsstinger sport documentaryfilmmaking  davido.russell drama
2918,11000000,11.227087,72778712,95.0,6.4,298,Jackass Number Two,"['stuntman', 'stupidity', 'pain']","['comedy', 'action', 'documentary']",en,['Paramount Pictures'],[],['jefftremaine'],"['Johnny Knoxville', 'Jeff Tremaine', 'Spike Jonze']",['Jeff Tremaine'],"['Seth Casriel', 'Matt Probst']",stuntman stupidity pain  jefftremaine comedy action documentary
2919,11000000,19.231507,64088552,120.0,7.3,384,My Cousin Vinny,"['prison', 'lawyer', 'court']","['drama', 'comedy']",en,"['Twentieth Century Fox Film Corporation', 'Palo Vista Productions', 'Peter V. Miller Investment Corp.']",[],['jonathanlynn'],"['Paul Schiff', 'Dale Launer']",[],"['Stephen E. Rivkin', 'Tony Lombardo']",prison lawyer court  jonathanlynn drama comedy
2920,11000000,31.162838,78874843,106.0,7.3,1368,If I Stay,"['teenager', 'basedonyoungadultnovel', 'teenagegirl']",['drama'],en,"['New Line Cinema', 'Metro-Goldwyn-Mayer (MGM)']",[],['r.j.cutler'],['Alison Greenspan'],[],['Keith Henderson'],teenager basedonyoungadultnovel teenagegirl  r.j.cutler drama
2921,12000000,3.94487,0,96.0,3.9,74,Drive Hard,[],"['comedy', 'action', 'crime']",en,"['Odyssey Media', 'Silver Wings Films']",[],['briantrenchard-smith'],"['Pam Collis', ""Paul O'Kane""]","['Evan Law', 'Brigitte Jean Allen', 'Chad Law']",['Peter Carrodus'],  briantrenchard-smith comedy action crime
2922,11000000,7.559192,49797148,107.0,6.6,217,Major League,"['sport', 'baseball', 'sabotage']",['comedy'],en,"['Paramount Pictures', 'Mirage Enterprises']",[],['davids.ward'],"['Chris Chesser', 'Irby Smith']",[],['Dennis M. Hill'],sport baseball sabotage  davids.ward comedy
2923,0,7.377587,0,101.0,5.6,142,St. Trinian's,"['duringcreditsstinger', 'musical', 'chaos']","['comedy', 'sciencefiction', 'family']",en,"['Ealing Studios', 'Fragile Films', 'Entertainment Film Distributors']",[],"['oliverparker', 'barnabythompson']",[],[],['Alex Mackie'],duringcreditsstinger musical chaos  oliverparker barnabythompson comedy sciencefiction family
